FAM_PROF;COD_C;DEN_C;NIVEL;COD_ECP;DEN_ECP
Química;QUI_C_007_5B;Acondicionamiento, calidad y seguridad en la industria farmacéutica, biotecnológica y afines;3;UC0336_3;Coordinar y controlar la fabricación de productos farmacéuticos y afines
Química;QUI_C_007_5B;Acondicionamiento, calidad y seguridad en la industria farmacéutica, biotecnológica y afines;3;UC0338_3;Controlar el cumplimiento de las normas de seguridad y medioambientales del sector químico
Química;QUI_C_007_5B;Acondicionamiento, calidad y seguridad en la industria farmacéutica, biotecnológica y afines;3;UC1537_3;Obtener e intercambiar datos biotecnológicos usando redes telemáticas y técnicas de bioinformática
Química;QUI_C_007_5B;Acondicionamiento, calidad y seguridad en la industria farmacéutica, biotecnológica y afines;3;UC1541_3;Supervisar el adecuado cumplimiento de las normas de seguridad y ambientales en biotecnología
Química;QUI_C_007_5B;Acondicionamiento, calidad y seguridad en la industria farmacéutica, biotecnológica y afines;3;UC1557_3;Organizar la fabricación de productos de base biológica y el desarrollo de servicios biotecnológicos
Química;QUI_C_007_5B;Acondicionamiento, calidad y seguridad en la industria farmacéutica, biotecnológica y afines;3;UC1558_3;Garantizar la calidad del proceso de obtención de productos y servicios biotecnológicos
Química;QUI_C_007_5B;Acondicionamiento, calidad y seguridad en la industria farmacéutica, biotecnológica y afines;3;UC2570_3;Controlar la calidad en la fabricación de productos farmacéuticos y afines.
Química;QUIA0108;Ensayos físicos y fisicoquímicos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0108;Ensayos físicos y fisicoquímicos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0108;Ensayos físicos y fisicoquímicos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0108;Ensayos físicos y fisicoquímicos;3;UC0053_3;ORGANIZAR EL PLAN DE MUESTREO Y REALIZAR LA TOMA DE MUESTRAS
Química;QUIA0108;Ensayos físicos y fisicoquímicos;3;UC0056_3;Realizar los ensayos físicos, evaluando e informando de los resultados
Química;QUIA0108;Ensayos físicos y fisicoquímicos;3;UC0057_3;Realizar los ensayos físicoquímicos, evaluando e informando de los resultados
Química;QUIA0108;Ensayos físicos y fisicoquímicos;3;UC0057_3;Realizar los ensayos físicoquímicos, evaluando e informando de los resultados
Química;QUIA0108;Ensayos físicos y fisicoquímicos;3;UC0057_3;Realizar los ensayos físicoquímicos, evaluando e informando de los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1545_3;Reconocer la defectología asociada a los procesos de fabricación de diferentes materiales
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1546_3;Organizar, supervisar y realizar ensayos no destructivos mediante métodos superficiales y subsuperficiales, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1546_3;Organizar, supervisar y realizar ensayos no destructivos mediante métodos superficiales y subsuperficiales, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1546_3;Organizar, supervisar y realizar ensayos no destructivos mediante métodos superficiales y subsuperficiales, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1547_3;Organizar, supervisar y realizar ensayos no destructivos mediante el método de ultrasonidos, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1547_3;Organizar, supervisar y realizar ensayos no destructivos mediante el método de ultrasonidos, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1547_3;Organizar, supervisar y realizar ensayos no destructivos mediante el método de ultrasonidos, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1548_3;Organizar, supervisar y realizar ensayos no destructivos mediante el método de radiología industrial, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1548_3;Organizar, supervisar y realizar ensayos no destructivos mediante el método de radiología industrial, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1548_3;Organizar, supervisar y realizar ensayos no destructivos mediante el método de radiología industrial, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1548_3;Organizar, supervisar y realizar ensayos no destructivos mediante el método de radiología industrial, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1549_3;Organizar, supervisar y realizar ensayos no destructivos mediante el método de corrientes inducidas, y evaluar los resultados
Química;QUIA0110;Organización y control de ensayos no destructivos;3;UC1550_2;Prevención de riesgos laborales en la organización y realización de ensayos no destructivos propios del sector de aplicación
Química;QUIA0111;Análisis biotecnológico;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0111;Análisis biotecnológico;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0111;Análisis biotecnológico;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0111;Análisis biotecnológico;3;UC1537_3;OBTENER E INTERCAMBIAR DATOS BIOTECNOLÓGICOS USANDO REDES TELEMÁTICAS Y TÉCNICAS DE BIOINFORMÁTICA
Química;QUIA0111;Análisis biotecnológico;3;UC1537_3;OBTENER E INTERCAMBIAR DATOS BIOTECNOLÓGICOS USANDO REDES TELEMÁTICAS Y TÉCNICAS DE BIOINFORMÁTICA
Química;QUIA0111;Análisis biotecnológico;3;UC1537_3;OBTENER E INTERCAMBIAR DATOS BIOTECNOLÓGICOS USANDO REDES TELEMÁTICAS Y TÉCNICAS DE BIOINFORMÁTICA
Química;QUIA0111;Análisis biotecnológico;3;UC1538_3;Realizar ensayos y análisis biotecnológicos a nivel molecular en genómica, proteómica y metabolómica
Química;QUIA0111;Análisis biotecnológico;3;UC1538_3;Realizar ensayos y análisis biotecnológicos a nivel molecular en genómica, proteómica y metabolómica
Química;QUIA0111;Análisis biotecnológico;3;UC1538_3;Realizar ensayos y análisis biotecnológicos a nivel molecular en genómica, proteómica y metabolómica
Química;QUIA0111;Análisis biotecnológico;3;UC1539_3;Realizar análisis biotecnológicos a nivel celular en microorganismos, células animales, vegetales y humanas
Química;QUIA0111;Análisis biotecnológico;3;UC1539_3;Realizar análisis biotecnológicos a nivel celular en microorganismos, células animales, vegetales y humanas
Química;QUIA0111;Análisis biotecnológico;3;UC1539_3;Realizar análisis biotecnológicos a nivel celular en microorganismos, células animales, vegetales y humanas
Química;QUIA0111;Análisis biotecnológico;3;UC1540_3;Realizar análisis inmunológicos y otros biotecnológicos a nivel multicelular animal y vegetal
Química;QUIA0111;Análisis biotecnológico;3;UC1541_3;SUPERVISAR EL ADECUADO CUMPLIMIENTO DE LAS NORMAS DE SEGURIDAD Y AMBIENTALES EN BIOTECNOLOGÍA
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC2197_3;Reconocer las propiedades de los materiales y productos asociados a sus procesos de fabricación o transformación
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC2197_3;Reconocer las propiedades de los materiales y productos asociados a sus procesos de fabricación o transformación
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC2198_3;Organizar, supervisar y realizar la calibración y verificación de los equipos y ensayos metrológicos y evaluar los resultados
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC2199_3;Organizar, supervisar y realizar ensayos de materiales y productos en la máquina universal y evaluar los resultados
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC2200_3;Organizar, supervisar y realizar ensayos metalográficos, de dureza, impacto y otros mecánicos superficiales en materiales, productos y uniones soldadas, y evaluar los resultados
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC2201_3;Organizar, supervisar y realizar ensayos de las características ópticas, electromagnéticas, reológicas y granulométricas en materiales y productos y evaluar los resultados
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC2202_3;Organizar, supervisar y realizar ensayos ambientales y térmicos en materiales y productos, y evaluar los resultados
Química;QUIA0112;Organización y control de ensayos destructivos de caracterización de materiales y productos;3;UC2203_3;Organizar y gestionar la prevención de riesgos laborales en la realización de ensayos destructivos
Química;QUIA0208;Ensayos microbiológicos y biotecnológicos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0208;Ensayos microbiológicos y biotecnológicos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0208;Ensayos microbiológicos y biotecnológicos;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIA0208;Ensayos microbiológicos y biotecnológicos;3;UC0053_3;ORGANIZAR EL PLAN DE MUESTREO Y REALIZAR LA TOMA DE MUESTRAS
Química;QUIA0208;Ensayos microbiológicos y biotecnológicos;3;UC0054_3;Realizar ensayos microbiológicos, informando de los resultados
Química;QUIA0208;Ensayos microbiológicos y biotecnológicos;3;UC0054_3;Realizar ensayos microbiológicos, informando de los resultados
Química;QUIA0208;Ensayos microbiológicos y biotecnológicos;3;UC0054_3;Realizar ensayos microbiológicos, informando de los resultados
Química;QUIA0208;Ensayos microbiológicos y biotecnológicos;3;UC0055_3;Realizar ensayos biotecnológicos, informando de los resultados
Química;QUIB0108;Gestión y control de planta química;3;UC0574_3;ORGANIZAR LAS OPERACIONES DE LA PLANTA QUÍMICA
Química;QUIB0108;Gestión y control de planta química;3;UC0575_3;Verificar el acondicionamiento de instalaciones de proceso químico, de energía y auxiliares
Química;QUIB0108;Gestión y control de planta química;3;UC0575_3;Verificar el acondicionamiento de instalaciones de proceso químico, de energía y auxiliares
Química;QUIB0108;Gestión y control de planta química;3;UC0576_3;Coordinar los procesos químicos y de instalaciones de energía y auxiliares
Química;QUIB0108;Gestión y control de planta química;3;UC0576_3;Coordinar los procesos químicos y de instalaciones de energía y auxiliares
Química;QUIB0108;Gestión y control de planta química;3;UC0577_3;SUPERVISAR LOS SISTEMAS DE CONTROL BÁSICO
Química;QUIB0108;Gestión y control de planta química;3;UC0577_3;SUPERVISAR LOS SISTEMAS DE CONTROL BÁSICO
Química;QUIB0108;Gestión y control de planta química;3;UC0578_3;SUPERVISAR Y OPERAR LOS SISTEMAS DE CONTROL AVANZADO Y DE OPTIMIZACIÓN
Química;QUIB0108;Gestión y control de planta química;3;UC0579_3;SUPERVISAR EL ADECUADO CUMPLIMIENTO DE LAS NORMAS DE SEGURIDAD Y AMBIENTALES DEL PROCESO QUÍMICO Y DE LAS INSTALACIONES DE ENERGÍA Y AUXILIARES
Química;QUIE0109;Organización y control de los procesos de química transformadora;3;UC0574_3;ORGANIZAR LAS OPERACIONES DE LA PLANTA QUÍMICA
Química;QUIE0109;Organización y control de los procesos de química transformadora;3;UC0577_3;SUPERVISAR LOS SISTEMAS DE CONTROL BÁSICO
Química;QUIE0109;Organización y control de los procesos de química transformadora;3;UC0577_3;SUPERVISAR LOS SISTEMAS DE CONTROL BÁSICO
Química;QUIE0109;Organización y control de los procesos de química transformadora;3;UC0579_3;SUPERVISAR EL ADECUADO CUMPLIMIENTO DE LAS NORMAS DE SEGURIDAD Y AMBIENTALES DEL PROCESO QUÍMICO Y DE LAS INSTALACIONES DE ENERGÍA Y AUXILIARES
Química;QUIE0109;Organización y control de los procesos de química transformadora;3;UC0787_3;Verificar la formulación y preparación de mezclas de productos químicos
Química;QUIE0109;Organización y control de los procesos de química transformadora;3;UC0787_3;Verificar la formulación y preparación de mezclas de productos químicos
Química;QUIE0109;Organización y control de los procesos de química transformadora;3;UC0788_3;Coordinar y controlar el acondicionado y almacenamiento de productos químicos
Química;QUIE0109;Organización y control de los procesos de química transformadora;3;UC0788_3;Coordinar y controlar el acondicionado y almacenamiento de productos químicos
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC0577_3;SUPERVISAR LOS SISTEMAS DE CONTROL BÁSICO
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC0577_3;SUPERVISAR LOS SISTEMAS DE CONTROL BÁSICO
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC0578_3;SUPERVISAR Y OPERAR LOS SISTEMAS DE CONTROL AVANZADO Y DE OPTIMIZACIÓN
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC1537_3;OBTENER E INTERCAMBIAR DATOS BIOTECNOLÓGICOS USANDO REDES TELEMÁTICAS Y TÉCNICAS DE BIOINFORMÁTICA
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC1537_3;OBTENER E INTERCAMBIAR DATOS BIOTECNOLÓGICOS USANDO REDES TELEMÁTICAS Y TÉCNICAS DE BIOINFORMÁTICA
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC1537_3;OBTENER E INTERCAMBIAR DATOS BIOTECNOLÓGICOS USANDO REDES TELEMÁTICAS Y TÉCNICAS DE BIOINFORMÁTICA
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC1541_3;SUPERVISAR EL ADECUADO CUMPLIMIENTO DE LAS NORMAS DE SEGURIDAD Y AMBIENTALES EN BIOTECNOLOGÍA
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC1557_3;Organizar la fabricación de productos de base biológica y el desarrollo de servicios biotecnológicos
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC1557_3;Organizar la fabricación de productos de base biológica y el desarrollo de servicios biotecnológicos
Química;QUIE0111;Organización y control de procesos y realización de servicios biotecnológicos;3;UC1558_3;Garantizar la calidad del proceso de obtención de productos y servicios biotecnológicos
Química;QUIL0108;Análisis químico;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIL0108;Análisis químico;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIL0108;Análisis químico;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIL0108;Análisis químico;3;UC0053_3;ORGANIZAR EL PLAN DE MUESTREO Y REALIZAR LA TOMA DE MUESTRAS
Química;QUIL0108;Análisis químico;3;UC0341_3;Realizar análisis por métodos químicos, evaluando e informando de los resultados
Química;QUIL0108;Análisis químico;3;UC0341_3;Realizar análisis por métodos químicos, evaluando e informando de los resultados
Química;QUIL0108;Análisis químico;3;UC0342_3;Aplicar técnicas instrumentales para el análisis químico, evaluando e informando de los resultados
Química;QUIL0108;Análisis químico;3;UC0342_3;Aplicar técnicas instrumentales para el análisis químico, evaluando e informando de los resultados
Química;QUIL0108;Análisis químico;3;UC0342_3;Aplicar técnicas instrumentales para el análisis químico, evaluando e informando de los resultados
Química;QUIM0110;Organización y control de la fabricación de productos farmacéuticos y afines;3;UC0334_3;Organizar la producción de productos farmacéuticos y afines
Química;QUIM0110;Organización y control de la fabricación de productos farmacéuticos y afines;3;UC0335_3;Verificar la conformidad de materiales, equipos, instalaciones y  condiciones de proceso
Química;QUIM0110;Organización y control de la fabricación de productos farmacéuticos y afines;3;UC0335_3;Verificar la conformidad de materiales, equipos, instalaciones y  condiciones de proceso
Química;QUIM0110;Organización y control de la fabricación de productos farmacéuticos y afines;3;UC0338_3;Cumplir y hacer cumplir las normas de seguridad y ambientales del proceso farmacéutico y afines
Química;QUIM0110;Organización y control de la fabricación de productos farmacéuticos y afines;3;UC0339_3;Coordinar y controlar la fabricación de productos farmacéuticos y afines
Química;QUIM0110;Organización y control de la fabricación de productos farmacéuticos y afines;3;UC0339_3;Coordinar y controlar la fabricación de productos farmacéuticos y afines
Química;QUIM0110;Organización y control de la fabricación de productos farmacéuticos y afines;3;UC0340_3;Garantizar la calidad en la transformación de productos farmacéuticos y afines
Química;QUIM0110;Organización y control de la fabricación de productos farmacéuticos y afines;3;UC0340_3;Garantizar la calidad en la transformación de productos farmacéuticos y afines
Química;QUIM0210;Organización y control del acondicionado de productos farmacéuticos y afines;3;UC0334_3;Organizar la producción de productos farmacéuticos y afines
Química;QUIM0210;Organización y control del acondicionado de productos farmacéuticos y afines;3;UC0335_3;Verificar la conformidad de materiales, equipos, instalaciones y  condiciones de proceso
Química;QUIM0210;Organización y control del acondicionado de productos farmacéuticos y afines;3;UC0335_3;Verificar la conformidad de materiales, equipos, instalaciones y  condiciones de proceso
Química;QUIM0210;Organización y control del acondicionado de productos farmacéuticos y afines;3;UC0336_3;Coordinar y controlar el acondicionado de productos farmacéuticos y afines
Química;QUIM0210;Organización y control del acondicionado de productos farmacéuticos y afines;3;UC0336_3;Coordinar y controlar el acondicionado de productos farmacéuticos y afines
Química;QUIM0210;Organización y control del acondicionado de productos farmacéuticos y afines;3;UC0337_3;Garantizar la calidad de los productos acondicionados
Química;QUIM0210;Organización y control del acondicionado de productos farmacéuticos y afines;3;UC0337_3;Garantizar la calidad de los productos acondicionados
Química;QUIM0210;Organización y control del acondicionado de productos farmacéuticos y afines;3;UC0338_3;Cumplir y hacer cumplir las normas de seguridad y ambientales del proceso farmacéutico y afines
Química;QUIO0212;Control del producto pastero-papelero;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIO0212;Control del producto pastero-papelero;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIO0212;Control del producto pastero-papelero;3;UC0052_3;ORGANIZAR Y GESTIONAR LA ACTIVIDAD DEL LABORATORIO APLICANDO LOS PROCEDIMIENTOS Y NORMAS ESPECÍFICAS
Química;QUIO0212;Control del producto pastero-papelero;3;UC0053_3;ORGANIZAR EL PLAN DE MUESTREO Y REALIZAR LA TOMA DE MUESTRAS
Química;QUIO0212;Control del producto pastero-papelero;3;UC1542_3;Supervisar y realizar ensayos físicos y fisicoquímicos pastero-papeleros
Química;QUIO0212;Control del producto pastero-papelero;3;UC1543_3;Supervisar y realizar análisis químicos pastero-papeleros
Química;QUIO0212;Control del producto pastero-papelero;3;UC1544_3;Supervisar y realizar análisis micrográficos y biológicos pastero-papeleros
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0778_3;ORGANIZAR LA PRODUCCIÓN EN INDUSTRIAS DE TRANSFORMACIÓN DE POLÍMEROS
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0781_3;VERIFICAR EL ESTADO Y FUNCIONAMIENTO DE MÁQUINAS E INSTALACIONES DEL PROCESO DE TRANSFORMACIÓN DE POLÍMEROS Y DE SUS SERVICIOS AUXILIARES
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0781_3;VERIFICAR EL ESTADO Y FUNCIONAMIENTO DE MÁQUINAS E INSTALACIONES DEL PROCESO DE TRANSFORMACIÓN DE POLÍMEROS Y DE SUS SERVICIOS AUXILIARES
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0781_3;VERIFICAR EL ESTADO Y FUNCIONAMIENTO DE MÁQUINAS E INSTALACIONES DEL PROCESO DE TRANSFORMACIÓN DE POLÍMEROS Y DE SUS SERVICIOS AUXILIARES
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0783_3;Coordinar y controlar la transformación de termoestables y materiales compuestos de matriz polimérica
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0783_3;Coordinar y controlar la transformación de termoestables y materiales compuestos de matriz polimérica
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0783_3;Coordinar y controlar la transformación de termoestables y materiales compuestos de matriz polimérica
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0784_3;Diseñar y construir moldes y modelos de resina para la transformación de termoestables y materiales compuestos de matriz polimérica
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0784_3;Diseñar y construir moldes y modelos de resina para la transformación de termoestables y materiales compuestos de matriz polimérica
Química;QUIT0110;Organización y control de la transformación de polímeros termoestables y sus compuestos;3;UC0785_3;COORDINAR Y CONTROLAR LAS OPERACIONES COMPLEMENTARIAS, DE ACABADO Y LA CALIDAD DE MATERIALES Y PRODUCTOS DE TERMOPLÁSTICOS Y TERMOESTABLES
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0778_3;ORGANIZAR LA PRODUCCIÓN EN INDUSTRIAS DE TRANSFORMACIÓN DE POLÍMEROS
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0779_3;Coordinar y controlar la elaboración y transformación de mezclas de caucho y látex
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0779_3;Coordinar y controlar la elaboración y transformación de mezclas de caucho y látex
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0779_3;Coordinar y controlar la elaboración y transformación de mezclas de caucho y látex
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0780_3;PARTICIPAR EN EL DISEÑO, VERIFICACIÓN Y OPTIMIZACIÓN DE MOLDES Y UTILLAJES PARA LA TRANSFORMACIÓN DE POLÍMEROS
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0780_3;PARTICIPAR EN EL DISEÑO, VERIFICACIÓN Y OPTIMIZACIÓN DE MOLDES Y UTILLAJES PARA LA TRANSFORMACIÓN DE POLÍMEROS
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0781_3;VERIFICAR EL ESTADO Y FUNCIONAMIENTO DE MÁQUINAS E INSTALACIONES DEL PROCESO DE TRANSFORMACIÓN DE POLÍMEROS Y DE SUS SERVICIOS AUXILIARES
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0781_3;VERIFICAR EL ESTADO Y FUNCIONAMIENTO DE MÁQUINAS E INSTALACIONES DEL PROCESO DE TRANSFORMACIÓN DE POLÍMEROS Y DE SUS SERVICIOS AUXILIARES
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0781_3;VERIFICAR EL ESTADO Y FUNCIONAMIENTO DE MÁQUINAS E INSTALACIONES DEL PROCESO DE TRANSFORMACIÓN DE POLÍMEROS Y DE SUS SERVICIOS AUXILIARES
Química;QUIT0409;Organización y control de la transformación de caucho;3;UC0782_3;Coordinar y controlar las operaciones complementarias, de acabado y la calidad de materiales y productos de caucho
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0778_3;ORGANIZAR LA PRODUCCIÓN EN INDUSTRIAS DE TRANSFORMACIÓN DE POLÍMEROS
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0780_3;PARTICIPAR EN EL DISEÑO, VERIFICACIÓN Y OPTIMIZACIÓN DE MOLDES Y UTILLAJES PARA LA TRANSFORMACIÓN DE POLÍMEROS
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0780_3;PARTICIPAR EN EL DISEÑO, VERIFICACIÓN Y OPTIMIZACIÓN DE MOLDES Y UTILLAJES PARA LA TRANSFORMACIÓN DE POLÍMEROS
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0781_3;VERIFICAR EL ESTADO Y FUNCIONAMIENTO DE MÁQUINAS E INSTALACIONES DEL PROCESO DE TRANSFORMACIÓN DE POLÍMEROS Y DE SUS SERVICIOS AUXILIARES
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0781_3;VERIFICAR EL ESTADO Y FUNCIONAMIENTO DE MÁQUINAS E INSTALACIONES DEL PROCESO DE TRANSFORMACIÓN DE POLÍMEROS Y DE SUS SERVICIOS AUXILIARES
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0781_3;VERIFICAR EL ESTADO Y FUNCIONAMIENTO DE MÁQUINAS E INSTALACIONES DEL PROCESO DE TRANSFORMACIÓN DE POLÍMEROS Y DE SUS SERVICIOS AUXILIARES
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0785_3;COORDINAR Y CONTROLAR LAS OPERACIONES COMPLEMENTARIAS, DE ACABADO Y LA CALIDAD DE MATERIALES Y PRODUCTOS DE TERMOPLÁSTICOS Y TERMOESTABLES
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0786_3;Coordinar y controlar la transformación de materiales termoplásticos
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0786_3;Coordinar y controlar la transformación de materiales termoplásticos
Química;QUIT0509;Organización y control de la transformación de polímeros termoplásticos;3;UC0786_3;Coordinar y controlar la transformación de materiales termoplásticos
Sanidad;SANT0108;Atención sanitaria a múltiples víctimas y catástrofes;2;UC0072_2;APLICAR TÉCNICAS DE APOYO PSICOLÓGICO Y SOCIAL EN SITUACIONES DE CRISIS
Sanidad;SANT0108;Atención sanitaria a múltiples víctimas y catástrofes;2;UC0360_2;Colaborar en la organización y el desarrollo de la logística sanitaria en escenarios con múltiples víctimas y catástrofes, asegurando el abastecimiento y la gestión de recursos y apoyando las labores de coordinación en situaciones de crisis
